"","batch","cell_type","individual_id","sex","age","Residuals"
"7908481",0,0.414116158187983,0.00496993981621167,1.5364117782361e-12,3.65607954151352e-07,0.580913536386315
"7908488",0,0.20331253456368,0.000866160159709789,3.10478163790208e-13,0.0113911600447729,0.784430145231527
"7908492",0,0.576499645319665,0.0198303711809213,4.23736035027358e-13,0.000105940780896433,0.403564042718093
"7908496",0,0.0909959552121333,3.570906982637e-11,1.21507017582266e-11,0.00344574626359199,0.905558298476415
"7908499",0,0.485264826956389,0.0236499704485959,1.06741404322969e-10,4.94034899566992e-05,0.491035798998317
"7908508",0,0.416401181729073,0.043952407521713,2.51252207580532e-13,0.00164900119594989,0.537997409553013
"7908525",0,0.575244644214041,0.0865218480289233,1.59784838106401e-13,3.79302879857577e-05,0.33819557746889
"7908529",1.3325495534134e-12,0.738604017455898,0.02780122763659,2.57788010859843e-11,0.000800201727820058,0.232794553152581
"7908543",1.81045426868538e-13,0.344755085728963,0.15390883332535,2.11070198915272e-11,0.000681358319233574,0.500654722605166
"7908553",0,0.175431079378563,0.262686276619105,2.37720858830203e-13,0.000565151806188017,0.561317492195907
"7908597",0,0.542321950688258,0.0245219339460694,2.98737355596652e-13,4.0679466474539e-05,0.4331154358989
"7908612",0,0.808650409865127,0.0238876002005744,2.40765525565379e-11,1.22819689697322e-05,0.167449707941252
"7908614",0,0.114510544130308,0.203653528113523,2.9034507986059e-13,0.000909237501236478,0.680926690254641
"7908637",6.65238997822171e-10,0.0794557310868935,0.162627222984867,2.78382300552887e-11,0.0142614335052862,0.743655611729876
"7908639",0,0.675864290950459,0.0297767715278759,7.36445230182771e-11,1.07196087741229e-06,0.294357865487143
"7908650",0,0.585396452916279,0.0163540460411869,2.60047001761906e-13,0.000270818587821967,0.397978682454452
"7908672",0,0.691915598874159,0.0239047102921877,1.20036796098865e-10,0.000336053406291251,0.283843637307325
"7908692",0,0.0365063731214312,0.115704947863507,4.01445898633354e-13,0.0012302225177753,0.846558456496885
"7908694",0,0.621206634424633,0.0158348895825694,6.57787143811548e-11,0.00483151846132329,0.358126957465696
"7908732",0,0.495041164947656,0.0914521747068432,2.3063617410907e-13,0.00014538417084264,0.413361276174428
"7908758",0,0.740352215411407,0.0210998915122655,3.97013019113392e-13,5.82929694717111e-05,0.238489600106459
"7908766",0,0.834282051658891,0.0313674921531146,1.05931055086369e-14,3.77307548925189e-05,0.134312725433091
"7908779",0,0.960956980920209,0.0090317737108382,5.86793322559041e-15,9.3331701504192e-05,0.0299179136674431
"7908793",9.30255775220674e-13,0.866329488847231,0,7.15751123832701e-12,0.00107408588100165,0.13259642526368
"7908812",0,0.394711814507043,0.0465952945300649,8.15400954669899e-11,1.51776964109274e-06,0.558691373111711
"7908816",0,0.473012350488046,0.055264177107023,6.73864162359725e-11,0.001845654149927,0.469877818187617
"7908841",8.13064588632364e-13,0.412762637455249,0.181744261810937,1.99079469428644e-11,0.00100161708781103,0.404491483625281
"7908867",0,0.811772744600963,0.025937807947662,4.32662603608801e-14,0.000494067194320141,0.161795380257012
"7908879",0,0.829352667546912,0.016912343639964,4.23448375384316e-11,1.2225813318641e-05,0.153722762957461
"7908907",0,0.545205847254442,0.0340256601892765,9.5214600176396e-11,2.23342641117537e-05,0.420746158196955
"7908917",0,0.704319903152273,0.0389099391912804,2.75739380513486e-11,0.00269816650101864,0.254071991127854
"7908924",0,0.670577169264979,0.0331994732658543,1.63390310257837e-13,0.000126908680645073,0.296096448788359
"7908931",0,0.412804838636364,0.0521481673037357,6.90648258977235e-12,0.000814212838091668,0.534232781214902
"7908940",6.10101934281145e-13,0.17923713326408,0.176691090075468,2.00864040614564e-11,0.04932273519634,0.594749041443415
"7908966",0,0.337825960476409,0.0861781560136973,2.27488891037546e-13,0.0219557041197889,0.554040179389878
"7908968",0,0.96175255395399,0.00213935537761187,6.60644299592571e-13,8.61215502179354e-06,0.0360994785127155
"7908978",7.27458146314559e-11,0.0255065781815766,0.232197394888622,3.56407047095563e-11,0.00157589423294311,0.740720132588472
